package,name,composable,skippable,restartable,readonly,inline,isLambda,hasDefaults,defaultsGroup,groups,calls,
com.numberone.daepiro.designsystem.theme.DaepiroTheme,DaepiroTheme,1,1,1,0,0,0,1,0,4,5,
